aba,origem,panel_name,schema_tabelas,schema_tabelas_secundarias,status,tabelas,tabelas_secundarias,workspace
silver_power_bi_growth,#N/A,null,donus_kitchen_acquisition,donus_kitchen_data,null,leads_reaquecimento,hb_vw_base_25k,null
silver_power_bi_growth,#N/A,null,donus_kitchen_acquisition,donus_kitchen,null,leads_reaquecimento,sheet_bees_black_status_negociacao,null
silver_power_bi_growth,#N/A,null,donus_kitchen_acquisition,donus_kitchen_data,null,leads_reaquecimento,contratacao_pos,null
silver_power_bi_growth,#N/A,null,donus_kitchen_acquisition,donus_kitchen,null,clube_bblack_total,parceiros_pos_carrinho_abandonado,null
silver_power_bi_growth,tabelasmapeadas,null,donus_kitchen_acquisition,donus_serving,null,clube_bblack_total,donus_customer,null
silver_power_bi_growth,BeesBankmongocollection:banking-pix,null,donus_kitchen_acquisition,donus_kitchen,null,clube_bblack_total,banking_pix_entries,null
silver_power_bi_growth,TimeBeesBank,null,donus_kitchen_acquisition,donus_kitchen_data,null,clube_bblack_total,match_ambev_edv,null
silver_power_bi_growth,IrisDatashare:abfss://iguazudatalakeraw@gblstorageiguazuprod001.dfs.core.windows.net/irisraw/clientes/Clientes/,null,donus_kitchen_acquisition,iris_kitchen,null,clube_bblack_total,ambev_clientes,null
silver_power_bi_growth,#N/A,null,donus_kitchen_acquisition,donus_kitchen,null,clube_bblack_total,parceiros_pos,null
silver_power_bi_growth,PediaoRafa,null,donus_kitchen_acquisition,donus_kitchen_data,null,clube_bblack_total,full_balance_changes,null
silver_power_bi_growth,#N/A,null,donus_kitchen_acquisition,donus_kitchen_data,null,clube_bblack_total,hb_vw_base_25k,null
silver_power_bi_growth,#N/A,null,donus_kitchen_acquisition,donus_kitchen,null,clube_bblack_total,sheet_bees_black_status_negociacao,null
silver_power_bi_growth,#N/A,null,donus_kitchen_acquisition,donus_kitchen_data,null,clube_bblack_total,contratacao_pos,null
silver_power_bi_growth,#N/A,null,donus_kitchen_acquisition,donus_kitchen,null,leads_cadencia_normal_central_de_bebidas,parceiros_pos_carrinho_abandonado,null
silver_power_bi_growth,tabelasmapeadas,null,donus_kitchen_acquisition,donus_serving,null,leads_cadencia_normal_central_de_bebidas,donus_customer,null
silver_power_bi_growth,BeesBankmongocollection:banking-pix,null,donus_kitchen_acquisition,donus_kitchen,null,leads_cadencia_normal_central_de_bebidas,banking_pix_entries,null
silver_power_bi_growth,TimeBeesBank,null,donus_kitchen_acquisition,donus_kitchen_data,null,leads_cadencia_normal_central_de_bebidas,match_ambev_edv,null
silver_power_bi_growth,IrisDatashare:abfss://iguazudatalakeraw@gblstorageiguazuprod001.dfs.core.windows.net/irisraw/clientes/Clientes/,null,donus_kitchen_acquisition,iris_kitchen,null,leads_cadencia_normal_central_de_bebidas,ambev_clientes,null
silver_power_bi_growth,#N/A,null,donus_kitchen_acquisition,donus_kitchen,null,leads_cadencia_normal_central_de_bebidas,parceiros_pos,null
silver_power_bi_growth,PediaoRafa,null,donus_kitchen_acquisition,donus_kitchen_data,null,leads_cadencia_normal_central_de_bebidas,full_balance_changes,null
silver_power_bi_growth,#N/A,null,donus_kitchen_acquisition,donus_kitchen_data,null,leads_cadencia_normal_central_de_bebidas,hb_vw_base_25k,null
silver_power_bi_growth,#N/A,null,donus_kitchen_acquisition,donus_kitchen,null,leads_cadencia_normal_central_de_bebidas,sheet_bees_black_status_negociacao,null
silver_power_bi_growth,#N/A,null,donus_kitchen_acquisition,donus_kitchen_data,null,leads_cadencia_normal_central_de_bebidas,contratacao_pos,null
silver_power_bi_growth,#N/A,null,donus_kitchen_acquisition,donus_kitchen,null,leads_cadencia_normal_revenda,parceiros_pos_carrinho_abandonado,null
silver_power_bi_growth,tabelasmapeadas,null,donus_kitchen_acquisition,donus_serving,null,leads_cadencia_normal_revenda,donus_customer,null
silver_power_bi_growth,BeesBankmongocollection:banking-pix,null,donus_kitchen_acquisition,donus_kitchen,null,leads_cadencia_normal_revenda,banking_pix_entries,null
silver_power_bi_growth,TimeBeesBank,null,donus_kitchen_acquisition,donus_kitchen_data,null,leads_cadencia_normal_revenda,match_ambev_edv,null
silver_power_bi_growth,IrisDatashare:abfss://iguazudatalakeraw@gblstorageiguazuprod001.dfs.core.windows.net/irisraw/clientes/Clientes/,null,donus_kitchen_acquisition,iris_kitchen,null,leads_cadencia_normal_revenda,ambev_clientes,null
silver_power_bi_growth,#N/A,null,donus_kitchen_acquisition,donus_kitchen,null,leads_cadencia_normal_revenda,parceiros_pos,null
silver_power_bi_growth,PediaoRafa,null,donus_kitchen_acquisition,donus_kitchen_data,null,leads_cadencia_normal_revenda,full_balance_changes,null
silver_power_bi_growth,#N/A,null,donus_kitchen_acquisition,donus_kitchen_data,null,leads_cadencia_normal_revenda,hb_vw_base_25k,null
silver_power_bi_growth,#N/A,null,donus_kitchen_acquisition,donus_kitchen,null,leads_cadencia_normal_revenda,sheet_bees_black_status_negociacao,null
silver_power_bi_growth,#N/A,null,donus_kitchen_acquisition,donus_kitchen_data,null,leads_cadencia_normal_revenda,contratacao_pos,null
silver_power_bi_growth,#N/A,null,donus_kitchen_acquisition,donus_kitchen,null,leads_reaquecimento_central,parceiros_pos_carrinho_abandonado,null
silver_power_bi_credito,#N/A,Longo Prazo Visão Produto,donus_kitchen,null,false,mova_cotacao,null,Credit
silver_power_bi_credito,#N/A,null,donus_kitchen_credit,manual input,false,depara_unb,null,Credit
silver_power_bi_credito,#N/A,null,donus_kitchen_credit,manual input,false,manual_cond_pgto,null,Credit
silver_power_bi_finance,#N/A,Saldos e Floats,donus_kitchen_finance,donus_kitchen_finance,false,vw_balance_accounts_saldo_sumarizado,vw_balance_accounts_saldo_all,Finance
silver_power_bi_finance,#N/A,Saldos e Floats,donus_kitchen_finance,donus_kitchen_finance,false,vw_balance_accounts_saldo_sumarizado,vw_balance_accounts_saldo_conta,Finance
silver_power_bi_finance,PediaoRafa,Saldos e Floats,donus_kitchen_finance,donus_kitchen_data,false,vw_balance_accounts_saldo_sumarizado,full_balance_changes,Finance
silver_power_bi_finance,PostgresDBdonus_banking_pix_external,Saldos e Floats,donus_kitchen_finance,donus_kitchen,false,vw_balance_accounts_saldo_sumarizado,banking_pix_external_company,Finance
silver_power_bi_finance,#N/A,Saldos e Floats,donus_kitchen_finance,donus_kitchen_finance,false,vw_balance_accounts_saldo_sumarizado,vw_pre_balance_saldo_conta,Finance
silver_power_bi_finance,#N/A,Saldos e Floats,donus_kitchen_finance,donus_kitchen_finance,false,vw_balance_accounts_saldo_sumarizado,vw_wallet_fake_zeros_tot,Finance
silver_power_bi_finance,#N/A,Saldos e Floats,donus_kitchen_finance,donus_kitchen_finance,false,vw_balance_accounts_saldo_sumarizado,vw_exclusividade_pgto2,Finance
silver_power_bi_finance,#N/A,Saldos e Floats,donus_kitchen_finance,donus_kitchen_finance,false,vw_balance_accounts_saldo_sumarizado,vw_balance_accounts_saldo_cashback,Finance
silver_power_bi_finance,#N/A,Saldos e Floats,donus_kitchen_finance,donus_kitchen_finance,false,vw_balance_accounts_saldo_sumarizado,vw_pre_balance_saldo_cashback,Finance
silver_power_bi_finance,#N/A,Saldos e Floats,donus_kitchen_finance,donus_kitchen_finance,false,vw_balance_accounts_saldo_sumarizado,vw_mov_saldo_conta,Finance
